id;estimated_start_time;house_id;info;notes;warnings;visible;notes_ext;raw_address;raw_title;route_id;duration
4337;2015-08-10 17:00:00+00;645;;;;t;"";;;831;01:00:00
4849;2015-08-17 18:50:00+00;;;;;f;;;Lunch;943;00:30:00
8932;2015-09-28 20:00:00+00;18;;;;t;"";;;1603;02:00:00
4698;2015-08-14 20:40:00+00;462;"* Bi-weekly
- This property will benefit from an initial **weed cleanup**";"- MUST leave flags behind for customer to flag weeds
- Blueprint does not show a lawn – just weeds
Deadhead: Camellias, Citrus, Azaleas, Hydrangeas, Roses
- [Equisetum](http://www.wildflower.org/plants/result.php?id_plant=EQHY)
- Make an effort to remove as many weeds as possible
- Monitor hedges and shrubs on property
  - Text me, if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered";"* Type of service: Custom
* Date of first service: 5/22/15";t;"";;;917;00:55:00
4037;2015-08-07 21:45:00+00;637;"- Customer emailed and was unhappy with service when Johnny was away on Friday - wanted Johnny back (ticket #2133): ""Nothing was done right last time, weeds, trimming, etc.""";"- Lawns in back and front
- $156
- First service: June 19
- Deadhead:
- Trim large Privet hedge at front left 9 times/year (We will maintain it at current height of ~10’)
- Keep 2 columnar Taxus shrubs at front, near entry trimmed below eaves Keep Ivy at front right trimmed to top of fence
- Organic products only";"- Weekly
- Customer wanted Johnny back :-)
- Maintenance ready
- Use only battery operated equipment per Los Altos regulation
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
- Green bin:  ?
- Pick-up: ?";t;"";;;816;01:05:00
8933;2015-09-28 20:00:00+00;424;;(It might also be a good idea to send out pruning. Jake prefers a more natural look and wants his shrubs to be hand pruned);"Please take photos of every task
* Client seeds Zinnias at front entry every year
* Client trains and prunes climbing clematis in back yard
* Client maintains pots";t;"";;;1602;01:25:00
847;2015-06-09 15:00:00+00;490;"";"";"";f;;;;30;08:30:00
7386;2015-09-15 16:20:00+00;1600;;;;t;"";;;1369;05:40:00
3797;2015-08-04 19:40:00+00;428;;;;f;;;;774;02:00:00
4339;2015-08-10 21:00:00+00;656;;;;t;"";;;831;01:15:00
6491;2015-09-04 21:40:00+00;;;;;f;;;Lunch;1221;00:30:00
8934;2015-09-28 17:00:00+00;922;;;;t;"";;;1603;01:00:00
4601;2015-08-13 16:35:00+00;21;"- Phone # in case gate (they were planning on changing it) is changed or locked:
 - Janis 408 564 1290
 - Chris 408-406-7563
 - July 8 customer emailed ""We are interested in having your company do an estimate and quotation to take over the yard care for multi-building apartment complex in Los Gatos. Please give a call at 408-406-7563 so we can discuss details."" - Customer must be happy :-)
- $160";"";"- **Gate Code is: 8855**
- Pick-up: FRI
- Be careful around bee boxes (mow lawn by bee hives immediately in the morning upon arrival) - lawn by bee hives is dead ( we don't need to go there necessarily in the morning)";f;"";;;900;01:10:00
4603;2015-08-13 19:00:00+00;;;;;f;;;Lunch;900;00:30:00
3798;2015-08-04 22:00:00+00;442;;Client will maintain potted plants;;f;;;;774;02:00:00
8935;2015-09-28 18:00:00+00;1763;;"There is one emitter missing in the back
Even though the system is turned off, the valve is leaking (high water bill) and the lawn is dead. Jordan noticed that the Air Release Valve is positioned at the lowest point (reason for the water loss) whereas the valve should be positioned at the highest point.";;t;"";;;1603;02:00:00
3364;2015-07-29 16:45:00+00;262;;;;f;;;;689;04:00:00
8937;2015-09-28 18:55:00+00;1988;;Please make a note of which areas are not covered by irrigation and quote to convert to drip - I will send the blueprint.;She said we went to the wrong house on Friday...;t;"";;;1604;01:00:00
4604;2015-08-13 19:30:00+00;7;"* Weekly
* Cleanup Required: No";*Roses;"* Key location: Access backyard through gate under arbor or to the left of the house or on left side to driveway
* Type of service: 
* Date of first service: Jan 16, 2015";t;"";;;900;01:00:00
4605;2015-08-13 20:35:00+00;262;"* Weekly
* Cleanup Required:";* Ornamental pear hedge by front door and keep it clipped tightly;"* Type of service:
* Date of first service: May 6, 2015";t;"";;;900;01:05:00
2179;2015-07-13 16:45:51+00;521;June 15: Customer talked to Marcell and would like crew to focus on crabgrass in front yard next week;"- Lawns in front; NO Lawn in back (lawns look dead)
- $156
- First service: June 15
- Deadhead: Roses
- Keep Roses pruned away from Citrus tree in back left corner
- Work to eradicate [Asparagus fern](http://www.thegardenhelper.com/psd/asparagus_sprengeri.jpg) from around property
- Hedge Roses around pool quarterly. Keep from encroaching over path around
pool
- Blow area outside back fence (behind garage) monthly, as opposed to
weekly/biweekly
- Do not hedge the 3 Citrus trees at right side. These will be hand-pruned
- June 15:
  - lawns are in poor condition
- June 22:
  - Worked on crabgrass but there is still much more (customer is aware of this)
  - Customer also requested minor trimming/shaping  of shrubs that were growing onto the patio in back of sliding door
  - did not mow grass
";"- Weekly

- **All yard waste must be taken offsite – customer is paying $5 extra per visit**
- **Focus on removing crabgrass in front yard** - Do not leave bare patches, as this is not the time to reseed!
- Customer prefers afternoon service
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
- Green bin:  NO
- Pick-up: MON
";t;"";;;473;01:00:00
2771;2015-07-24 15:00:00+00;412;;;;f;;;;588;02:00:00
8939;2015-09-28 17:15:00+00;19;;;* Access backyard through left side gate;t;"";;;1605;01:00:00
3043;2015-07-24 15:00:00+00;412;;;;f;;;;641;02:00:00
8940;2015-09-28 18:20:00+00;40;;;;t;"";;;1605;01:00:00
3094;2015-07-27 15:00:00+00;499;"- customer asked on June 8 when pruning crew would be coming for their cleanup (created a ticket in Helpscout)
- Small Property – big weed cleanup
- If cleanup crew has not been there, let customer know that you won't be able to finish all tasks and that it will take x amount of visits to get the property maintenance ready

- **Customer was very happy with Daniel's service!!**";"- Field cleanup: Approximately 3-6 hours for 2 people, Estimated cost: $180-$420 
- Remove leaf litter (there is a lot of it)
- Lawns in front and back
- Mow lawns **once per month**
- Area along left sidewalk is included in service
- Cut back grape vine once per month
- Organic products only (after initial cleanup) – creek nearby and lots of dogs walking by
- $139
- First service: June 8
- Hardscape and  Softscape cleanup: 
- Deadhead: 
- Use green bin
- Pick-up: THU
- June 8:
  - huge cleanup (Daniel says it will take at least 2 more visits before home is maintenance ready); Daniel spent 3 hours at his first visit
- Daniel sent pictures of overgrown shrubs along sidewalk on June 8 - hedge shrubs along sidewalk
  -  noted that there are at least 10 shrubs in front that need hedging, after volunteers growing out of them have been removed
  - removed also weeds between cracks in driveway
  - left two tarps of leaf debris behind - customer said she would take debris out on trash day
- Suggestion for your first visit:
  - Edge and mow (weed whack)
  - Choose an area for weeding for maximum impact (front of house, along driveway, entrance)
  - Do a good deep blowing
  - Remove as much leaf litter as possible
- Organic products only
- Monitor hedges and shrubs on property
  - Text me, if they need to be trimmed next week (send a photo)
- If lawns look distressed use a higher mower setting (5) and send a photo

- June 15:
  - Daniel focused on the back yard (removed volunteers)
- June 22:
  - lots of debris! Daniel left two tarps at the house - owner had offered last time that he would put debris curbside on WED";"- Weekly

- Organic products only
- Monitor hedges and shrubs on property
o	Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
o	Text me, if you think that plants and lawn do not get sufficiently watered
- Pick-up: THU";t;"";;;652;01:00:00
4559;2015-08-13 15:00:00+00;330;"* Kids & pets: No
* Weekly
* Cleanup Required: No";[Deadhead instructions for Roses, Lavender, Anigozanthos.](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/);"* Type of service:
* Date of first service: 
 Use battery operated blower only (Los Gatos, Palo Alto, Los Altos) - previous note indicate electric blower";t;"";;;894;01:55:00
3539;2015-07-31 20:35:40+00;;;;;f;;;Lunch;733;00:30:00
2242;2015-07-14 18:10:50+00;471;- Customer wants consistency and wishes to see the same service person (we switched from last week);"- Maintain areas along sidewalk (corner lot)
- May 19: Trimmed low hanging branches of a fruit tree and hand pruned a shrub that customer pointed out 
- Save dandelions for tortoise
- Use green bin
- Pick-up: WED
- June 23:
  - Customer asked Ernesto to prune back plants around the tree (will need to do next week)
- customer would like a wooden structure installed to hold up 3 bougainvillas (will make a ticket for projects to contact customer) - customer says Ernesto said he would be able to help her next time
- June 30
  - Ernesto helped with the bougainvillas
";"- **Use electric blower per Los Altos regulations**
- Help customer attach bougainvilleas to wooden structure
- **Take green bins out after service!**
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered

";t;"";;;485;02:00:00
8944;2015-09-28 22:50:00+00;1763;;Make sure irrigation is finished before you start! (They should be there earlier in the afternoon.);;t;"";;;1605;01:00:00
2051;2015-07-09 20:55:20+00;20;"";" 
- Put all debris curbside
- Pick-up: FRI
- May 14:
  - Planted avocado tree per Alison's instructions
";"- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
";f;;;;115;00:50:00
8945;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1537;00:45:00
8946;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1538;00:45:00
8947;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1530;00:45:00
8948;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1531;00:45:00
8949;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1539;00:45:00
8950;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1532;00:45:00
8951;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1540;00:45:00
8952;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1533;00:45:00
8953;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1541;00:45:00
8954;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1534;00:45:00
8955;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1542;00:45:00
8956;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1535;00:45:00
8957;2015-09-28 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1536;00:45:00
8455;2015-09-28 20:10:00+00;71;"* Phone Number: 650-465-9037
* Dogs: Yes
* Cleanup Required: Yes  (lots of work) – to be broken up in several stages";"* Areas to Focus on: 
  * Try to clear dead wood out of [Honeysuckle vines](http://blogfinger.files.wordpress.com/2012/05/honeysuckle.jpg?w=450&h=351) along back fence (try to leave as much living sections as possible on fence)
  * Keep top of [Privet hedge](http://santaclaritagardens.com/GardenWorks/Photos/181.jpg) (at fence above lawn) even with top of fence
  * Clean dead wood out of shrubs and small trees (the large purple plum and other trees over 10 ft. high are excluded)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: Front Lawn
* Type of service: CUSTOM - WEEKLY
* First service date: June 8, 2015
* Blower restriction: Use battery operated blower only (Los Gatos)";t;"";;;1538;01:25:00
8468;2015-09-28 18:00:00+00;39;"* Phone Number: 408-224-3992
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **DO NOT POWER HEDGE - Customer prefers natural look**
* **DO NOT coil up hose**
* **DO NOT hedge hedges until after they have bloomed**
* **Weeding, exclude most of rear slope and area beyond fence**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/a
* Trash Pickup Day: Thursday
* Debris: Put in green bin/Place on curb
* Additional Access information: None
* Areas/service to exclude: DO NOT POWER HEDGE - Customer prefers natural look
* Type of service: CUSTOM, WEEKLY
* First service date: 4/3/2015 
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1540;01:10:00
8407;2015-09-29 01:10:00+00;566;"* Phone Number: (650) 740-2138
* Dogs: No
* Cleanup Required: Yes";"* Areas to Focus on:
  * Keep Privet, Photinia and all other plant branches away from home (at up-hill slope behind the home)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: **#8697**
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude:
  * DO NOT service two vineyards
  * DO NOT service hillside above upper vineyard and behind the home
  * DO NOT service beyond the fenced property line
  * The large hillside below the fenced property line (along Page Mill Rd) is also excluded.
* Type of service: ESSENTIALS - WEEKLY
* First service date: June 1, 2015
* Blower restriction: Use battery operated blower only (Los Altos)";t;"";;;1531;01:35:00
8488;2015-09-28 23:00:00+00;224;"* Phone Number: 408-375-6203
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
  * **Keep lower branches of large Apple and Orange trees in back yard pruned about 6’ above ground.** (CUSTOM)
  * *** Allow pink jasmine plants to bloom before shearing them back** (CUSTOM)
  * **Remove nursery tree stakes for four (4) Arbutus x ‘Marina’ trees along left side of home. The ties are beginning to girdle the trees. There are already proper secondary stakes in place.** (CUSTOM)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code:
* Trash Pickup Day: Monday
* Debris: Put in green bin **Only use green bin for yard waste**
* Additional Access information: **Be aware of neighbor: followed Johnny on Aug. 10 with a wooden stick** 
  * **Difficult neighbor! Please only rake along the white string and then blow the rest. Be polite with the neighbor and don’t engage into any discussion.**
* Areas/service to exclude: 
* Type of service: CUSTOM, WEEKLY
* First service date: April 20, 2015
* Blower restriction: None
* [Annotated Blueprint link](http://bit.ly/1iEIBLj";t;"";;;1542;00:40:00
8498;2015-09-29 15:00:00+00;2669;"* Phone Number: (408) 643-5168
* Dogs: None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Property is 3 connected town homes. Treat as one large; Both front and back are included
* Customer is very concerned about lawns

* Gate Access Code: 
* Trash Pickup Day: MONDAY
* Debris: Put in green bin
* Additional Access information: There are two gates (leftmost gate gives access to unit 599 and unit 597; rightmost gate will give access to unit 595)
* Areas/service to exclude: 
* Type of service: ESSENTIALS/WEEKLY
* First service date: September 15, 2015
* Blower restriction: Use low emissions gas blower in Menlo Park";t;"";;;1544;01:00:00
8578;2015-09-29 19:55:00+00;8;"* Phone Number: 408-505-1531 (Malcolm) 408-307-7761(Beth)
* Dogs: Yes (Dog's name is Chester)
* Cleanup Required: Yes";"* Areas to Focus on:
  - Dog waste is by AC unit on area with gravel
  - Remove mushrooms (during rainy season only)
  - Hedge boxwood (left front of house) – was done April 23
  - Hedge shrubs on right side of front yard – was done April 23
  - Jasmine was trimmed back on April 16 – nozzles got damaged (Abel repaired them)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: ?
* Trash Pickup Day: Friday
* Debris: Haul away 
* Additional Access information: **Left side fence will be unlocked**
* Areas/service to exclude: **Be aware of the wire sticking up from lawn right outside the kitchen window and don’t run over it with lawn mower! It is for gopher control.**
* Type of service: CUSTOM, WEEKLY
* First service date: January 7, 2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1555;01:05:00
2597;2015-07-20 19:45:01+00;;;;;f;;;Lunch;552;00:30:00
5129;2015-08-20 18:20:00+00;700;"";"- Service only inside the patio area
- NO LAWN
- $33
- First service: June  2 or 11?
- Deadhead: Geraniums
- Remove weeds in paths and planting areas 
- Remove weeds along the fence";"- Bi-Weekly
- Enter through the patio door
- Monitor hedges and shrubs on property
  - Text me, if hedges or shrubs need trimming (send photo)
- Pick-up: ?
- Green bin: ?
  - text me
- ONLY three geranium pots outside the front door belong to owner and need to be serviced - Ivy and bushes outside the patio door are the responsibility of the HOA


- Make sure that plant that was growing under the gate does not grow back and has been taken care of 
  - text me";t;"";;;992;00:30:00
3050;2015-07-25 02:15:00+00;604;;;;t;"";;;641;02:00:00
3808;2015-08-04 18:00:00+00;371;;;;t;"";;;776;01:30:00
8520;2015-09-29 15:55:00+00;236;"* Phone Number: - Husband: 408-737-1088    - Robin cell: 408-910-5194
* Dogs: ?
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
- **Use green bin; if you have additional green waste use customer's additional garbage cans**
* Additional Access information: 
* Areas/service to exclude: **Customer takes care of roses herself**
* Type of service: WEEKLY, (ESSENTIALS, CUSTOM)?
* First service date: 5/5/2015
* Blower restriction: None";t;"";;;1547;00:40:00
4824;2015-08-17 17:00:00+00;209;"- Weekly
- $110/mo";"- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
* Deadhead: Azaleas, Camellias
* Gardener Feedback:
  - July 20 Roberto talked to customer:
    - It is ok to trim back the vine in the back (trim it off of the mulched area)";- Date of first service: 4/8/15;t;"";;;940;00:50:00
8522;2015-09-29 17:30:00+00;258;"* Phone Number: 	(415) 374-0736
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **Only service inside the fence (talk to owner, if unsure)**
* **DO NOT service front (outside the fence)**
* **No lawn - only artificial turf**
* **Excludes maintenance of all front yard lawn: ivy along sidwalk, and Raphiolepis and Oleander shrubs on the outside of fence**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 1978
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: DO NOT service front (outside the fence); Excludes maintenance of all front yard lawn: ivy along sidwalk, and Raphiolepis and Oleander shrubs on the outside of fence 
* Type of service: CUSTOM, WEEKLY
* First service date: 5/5/2015
* Blower restriction: None
* (Annotated Blueprint link)";f;"";;;1547;00:40:00
6492;2015-09-04 22:10:00+00;387;* Weekly;"- **Focus on taking good before and after pictures**! - This is very important to customer
- Monitor hedges and shrubs on property
  - Text me, if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered";"* Type of service: Custom
* Date of first service: 5/7/15";t;"";;;1221;00:55:00
3051;2015-07-24 15:00:00+00;;;;App training in the office;f;;639 high street, Palo alto, ca;App training in the office;643;02:00:00
8656;2015-09-30 20:40:00+00;944;"* Phone Number: (408) 930-8246
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
*  Be more proactive about reporting issues back to the office. Watch also out for disease and pests. 
[Hibiscus](http://goo.gl/4ZOEzH) and [Fuchsia](http://goo.gl/KOQeEY) were getting over-watered/under-watered. Do not make a comment on whether you think the plants need more or less water. (REQUESTED)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: **0-6-1-8** 
* Trash Pickup Day: Thursday
* Debris: [Put in green bin/Place on curb/Haul away] ?
* Additional Access information: **There is access to the backyard from the side gate by the driveway - Enter code, then turn knob to the left to release the lock.**
* Areas/service to exclude: **DO NOT remove dead plants without permission! (REQUESTED)** 
**DO NOT power hedge, customer wants a natural look (REQUESTED)** 
* Type of service: CUSTOM - WEEKLY
* First service date: August 5, 2015
* Blower restriction: None
* (Annotated Blueprint link) - (http://bit.ly/1LMolOD)";t;"";;;1566;01:20:00
8651;2015-09-30 15:00:00+00;1136;"* Phone Number: (408) 833-9188
* Dogs: No
* Cleanup Required: Yes";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Thursday
* Debris: [Put in green bin/Place on curb/Haul away] ?
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM - WEEKLY
* First service date: 7/22/2015
* Blower restriction: None
* (Annotated Blueprint link) - (http://bit.ly/1LMgRv1)";t;"";;;1566;01:45:00
4723;2015-08-14 15:00:00+00;246;* Weekly;"* Deadhead: Roses
- Alert customer, if you notice gophers or other pests";"* Type of service: Custom (grandfathered)
* Date of first service: 5/18/15";t;"";;;921;01:00:00
4894;2015-08-18 18:55:00+00;;;;;f;;;Lunch;948;00:30:00
8589;2015-09-30 16:15:00+00;1767;"* Phone Number: (650) 367-1072
* Dogs: ?
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Tuesday
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude: No lawns per blueprint; NO BLOWING; CUSTOMER WILL BLOW DRIVEWAY
* Type of service: BI-WEEKLY, (ESSENTIALS, CUSTOM)?
* First service date: 7/13/2015
* Blower restriction: None";t;"";;;1558;01:50:00
2943;2015-07-23 16:25:00+00;1739;"1. Customer phone number: (408) 425-3945
2. Kids & pets:
3. Weekly or Bi-weekly: Bi-weekly
4. Price of service: $126.00
5. Cleanup Required: No";"* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"Door code/key location:

Areas/service to exclude: 

Type of service Essentials

Green bin: 

Trash day: 

Date of first service: 7/23/2015

Cities with electric blowers only:

- Los Gatos, Los Altos,  Palo Alto,  Menlo Park (low emission gas blower is okay - BR500)";t;"";;;622;01:45:00
8671;2015-09-30 20:50:00+00;405;"* Phone Number: 408-431-9781
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* Work on eradication blackberry on side of house by gate (we did this but keep a close eye on this)
(CUSTOM)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Wednesday
* Debris: Haul away
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM - WEEKLY
* First service date: 4/20/15
* Blower restriction: None
* (Annotated Blueprint link) - (http://bit.ly/1JncuVc)";t;"";;;1568;00:40:00
8690;2015-10-01 15:00:00+00;1253;"* Phone Number:  (650) 799-4491
* Dogs:  None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Keep an eye on all plants on the property and send in pictures, if you notice plants that are dying or diseased. Check also whether plants get sufficiently watered
* Your note about the trees has been forwarded to the Hort-Team
- ORGANIC weed treatment and fertilizer (REQUESTED)
-  ***VIP Client! Please give exceptional service!***
* Gate Access Code: Code 1987 to open it and keep it open/ Code1994 to close gate
* Trash Pickup Day: 
* Debris:   **Put in green bin**
* Additional Access information: 
* Areas/service to exclude:
* Type of service:  ESSENTIALS/WEEKLY
* First service date: 8/27/2015
* Blower restriction: Use LOW EMISSIONS GAS BLOWER (BR500)";t;"";;;1571;03:15:00
4835;2015-08-17 21:05:00+00;239;"- Weekly
- $135/mo";"* Deadhead: Roses, Geraniums, flax by pool
* Keep an eye on boxwood hedge along front porch and hedge at front side gate 
  * text me, if hedges or shrubs need to be trimmed next week (send a picture)
* Customer wants his grass to be green (use a high mower setting of 5)";- Date of first service: 4/13/15;t;"";;;941;01:00:00
8770;2015-10-01 16:50:00+00;3090;"* Phone Number:  (510) 593-5068
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **NO DEADHEADING**
* ** NO POWER HEDGING**
* Gate Access Code: 
* Trash Pickup Day: Friday
* Debris: Put in green bin
* Additional Access information:
* Areas/service to exclude: Customer will prune herself
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date: September 16, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1582;02:00:00
